88b2c55437fffff,0.9026288273744285,0.5370384424459189,0.7683930255006999,0.516858491115272
88b2c55435fffff,0.6776349311694503,0.25872452231124043,0.6015487813856453,0.9155714504886419
88b2c555cbfffff,0.3848996898159385,0.14144449471496046,0.7197638757061213,0.4459996179211885
88b2c555ddfffff,0.38525340729393065,0.8352694311179221,0.19399139494635165,0.637401849264279
88b2c555d9fffff,0.8213123043533415,0.9879895662888885,0.008702278137207031,0.6857628328725696
88b2c55433fffff,0.8646049196831882,0.07921254518441856,0.9927831790409982,0.4509191522374749
88b2c55431fffff,0.6512742263730615,0.5743874746840447,0.6380888679996133,0.15188539191149175
88b2c5543dfffff,0.0103650635574013,0.9582289028912783,0.7443176889792085,0.03679819707758725
88b2c55423fffff,0.16304640378803015,0.5179635896347463,0.38250818848609924,0.7573439001571387
88b2c555c9fffff,0.13661392824724317,0.9736308816354722,0.3438064835499972,0.4748275182209909
88b2c555c1fffff,0.15570932161062956,0.36156086320988834,0.1522145972121507,0.4932927938643843
88b2c555c3fffff,0.35532171255908906,0.815450734924525,0.4890746078453958,0.6403016473632306
88b2c555d5fffff,0.3539534639567137,0.957251341547817,0.1100707573350519,0.5402015093713999
88b2c555d1fffff,0.9868105461355299,0.7240133851300925,0.8753059923183173,0.19208039296790957
88b2c555dbfffff,0.12892038328573108,0.5553868080023676,0.699904243927449,0.8419991284608841
88b2c554e5fffff,0.4595867209136486,0.5598718503024429,0.17504104040563107,0.14295183774083853
88b2c554edfffff,0.6125809487421066,0.18293651449494064,0.9851071243174374,0.744252318283543
88b2c5543bfffff,0.5380089827813208,0.574633936630562,0.1512687229551375,0.12205354636535048
88b2c55439fffff,0.119397874455899,0.7118322702590376,0.8722737743519247,0.22043109056539834
88b2c55407fffff,0.23698325105942786,0.12954064412042499,0.7825031222309917,0.02308296854607761
88b2c5542bfffff,0.7065143494401127,0.942963634384796,0.24293673387728631,0.6989394030533731
88b2c55421fffff,0.5094177941791713,0.9128355751745403,0.2517065703868866,0.9965225267224014
88b2c55427fffff,0.4873759390320629,0.10887902043759823,0.424340931000188,0.2772615833673626
88b2c555cdfffff,0.8511349870823324,0.1280472760554403,0.4830321678891778,0.6495984008070081
88b2c555c5fffff,0.3792054592631757,0.34333503153175116,0.6588690802454948,0.7524339209776372
88b2c555c7fffff,0.11499392846599221,0.07966369669884443,0.6485387745779008,0.37233575875870883
